Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,443.149994,446,441.825012,443.950012,416.087006,1354878
2015-01-02,444.049988,448.024994,442.149994,442.774994,414.985748,3351654
2015-01-05,442.5,445.450012,437.049988,437.924988,410.440125,4619182
2015-01-06,435,436.5,416,418.049988,391.812531,8516086
2015-01-07,418.549988,429.399994,418.5,427.149994,400.3414,9472630
2015-01-08,430.049988,431.450012,420.075012,421.024994,394.6008,9084914
2015-01-09,424.200012,431,422.5,430.149994,403.153107,6122732
2015-01-12,430.25,430.5,420.799988,425.149994,398.466919,4617432
2015-01-13,426.5,427.475006,420.25,421.575012,395.116302,4548216
2015-01-14,421.5,423.5,415.600006,417.475006,391.273621,5202572
2015-01-15,420,435.549988,420,432.125,405.00415,7738494
2015-01-16,430,437.5,426.024994,434.850006,407.558167,8748776
2015-01-19,435.100006,443,429.375,439.825012,412.220886,6098582
2015-01-20,440.75,452.774994,439.424988,451.524994,423.186584,6108346
2015-01-21,452.5,455.700012,446.024994,453.375,424.920471,7810366
2015-01-22,452.575012,453.600006,439.75,441.875,414.142212,10844730
2015-01-23,445,448.899994,438.5,443.450012,415.618378,8265794
2015-01-27,446.450012,448.350006,440.25,444.524994,416.625916,8201508
2015-01-28,443.049988,454.899994,443.049988,453.424988,424.967316,8822454
2015-01-29,453.549988,467.25,453.450012,464.700012,435.534698,16511776
2015-01-30,465,465.625,454.5,457.625,428.903717,9941906
2015-02-02,458.024994,459.950012,452.850006,454.024994,425.529663,8824550
2015-02-03,456.600006,470.424988,456.600006,468.799988,439.37735,7814040
2015-02-04,469.549988,471.899994,462.950012,464.399994,435.25351,6433654
2015-02-05,468,469.950012,458.799988,461.850006,432.863556,5653156
2015-02-06,462.049988,465,451.5,454.950012,426.396637,4135456
2015-02-09,450.600006,459,446,448.350006,420.210846,4041210
2015-02-10,449,452.25,430.649994,441,413.322144,6240782
2015-02-11,443,452.375,441.5,450.350006,422.085327,4471548
2015-02-12,454,456.975006,443.625,454.575012,426.045197,3981748
2015-02-13,457,460.399994,454.524994,458.75,429.95813,3380142
2015-02-16,459.350006,462.100006,450,451.399994,423.069427,5607922
2015-02-18,450,454,447.200012,450.825012,422.530548,4496248
2015-02-19,453.475006,453.799988,443.774994,451.024994,422.717987,4366230
2015-02-20,447.625,448,435.649994,436.549988,409.151459,8556874
2015-02-23,434.975006,438.375,423.549988,425.725006,399.005829,6448086
2015-02-24,427.125,428.399994,418.5,420.725006,394.319641,9118740
2015-02-25,424.399994,428.25,420.524994,421.575012,395.116302,6982812
2015-02-26,423.049988,425,418.299988,421,394.577362,9810676
2015-02-27,423.774994,430.5,422.299988,427.774994,400.927155,8530440
2015-02-28,423.774994,430.5,422.299988,427.774994,400.927155,8530440
2015-03-02,434.5,437.75,427.774994,432.125,405.00415,6665262
2015-03-03,434.5,453.225006,433.700012,450.399994,422.132141,9434508
2015-03-04,453,454.825012,440.024994,443.924988,416.063538,6617962
2015-03-05,446.25,449.375,439.075012,442.475006,414.70459,4899316
2015-03-09,442.549988,445.875,432.075012,434.825012,407.534729,6430224
2015-03-10,434.475006,437.899994,427.700012,429.575012,402.614197,6964500
2015-03-11,430.475006,434.799988,426.200012,427.975006,401.114624,5319530
2015-03-12,429,433.700012,427.799988,431.899994,404.793274,5386508
2015-03-13,434.5,434.799988,423.5,425.049988,398.373199,5913976
2015-03-16,425.75,426.975006,420.149994,421.049988,394.624207,6327178
2015-03-17,425.274994,429.950012,420.5,428.424988,401.536377,8718200
2015-03-18,428.5,436.125,427.350006,434.325012,407.066101,4237880
2015-03-19,437.774994,438.350006,427.049988,428.075012,401.208374,6370436
2015-03-20,428.950012,430.575012,424.299988,427.049988,400.247681,4757144
2015-03-23,428.25,432,419.049988,420.975006,394.553955,6058224
2015-03-24,421.049988,427.149994,421.049988,423.975006,397.365662,4223500
2015-03-25,424.5,424.75,420.5,422.450012,395.936371,4692786
2015-03-26,420.549988,424.625,412.049988,414.649994,388.625916,9427386
2015-03-27,416.950012,417.5,400.725006,405.850006,380.378235,10664284
2015-03-30,408.299988,408.850006,398.225006,405.375,379.933014,7922962
