Date,Close,Open,High,Low,Change %
2017-08-07,63.84,63.73,63.865,63.667,0.26%
2017-08-04,63.675,63.721,63.786,63.624,-0.05%
2017-08-03,63.705,63.645,63.72,63.575,0.11%
2017-08-02,63.635,64.125,64.135,63.595,-0.72%
2017-08-01,64.095,64.105,64.145,64.045,-0.16%
2017-07-31,64.2,64.14,64.272,64.075,0.13%
2017-07-28,64.115,64.195,64.245,64.11,-0.02%
2017-07-27,64.125,64.195,64.218,64.075,-0.36%
2017-07-26,64.355,64.472,64.487,64.355,-0.05%
2017-07-25,64.385,64.355,64.425,64.345,-0.02%
2017-07-24,64.395,64.415,64.465,64.3,0.02%
2017-07-21,64.385,64.385,64.39,64.305,0.02%
2017-07-20,64.375,64.345,64.46,64.325,0.16%
2017-07-19,64.27,64.37,64.37,64.26,-0.07%
2017-07-18,64.316,64.37,64.415,64.316,-0.05%
2017-07-17,64.345,64.365,64.407,64.345,-0.12%
2017-07-14,64.424,64.488,64.525,64.424,-0.06%
2017-07-13,64.46,64.397,64.475,64.397,-0.02%
2017-07-12,64.475,64.535,64.6,64.475,-0.14%
2017-07-11,64.565,64.465,64.605,64.46,0.14%
2017-07-10,64.475,64.585,64.597,64.475,-0.23%
2017-07-07,64.625,64.775,64.775,64.54,-0.15%
2017-07-06,64.725,64.755,64.808,64.705,-0.12%
2017-07-05,64.8,64.705,64.865,64.675,0.02%
2017-07-04,64.79,64.805,64.897,64.705,-0.08%
2017-07-03,64.845,64.655,64.91,64.635,0.35%
2017-06-30,64.62,64.73,64.84,64.575,-0.06%
2017-06-29,64.66,64.455,64.69,64.442,0.21%
2017-06-28,64.525,64.575,64.66,64.51,0.08%
2017-06-27,64.475,64.485,64.545,64.405,0.06%
2017-06-26,64.435,64.465,64.465,64.435,-0.11%
2017-06-23,64.505,64.585,64.618,64.445,-0.15%
2017-06-22,64.605,64.545,64.63,64.455,0.12%
2017-06-21,64.53,64.635,64.68,64.49,-0.02%
2017-06-20,64.54,64.485,64.54,64.412,0.07%
2017-06-19,64.495,64.445,64.505,64.34,0.05%
2017-06-16,64.465,64.69,64.75,64.405,-0.15%
2017-06-15,64.565,64.295,64.62,64.26,0.51%
2017-06-14,64.235,64.335,64.368,64.235,-0.17%
2017-06-13,64.345,64.455,64.515,64.345,-0.21%
2017-06-12,64.48,64.35,64.49,64.32,0.37%
2017-06-09,64.245,64.275,64.34,64.168,-0.01%
2017-06-08,64.25,64.41,64.43,64.207,-0.29%
2017-06-07,64.435,64.515,64.535,64.315,0.01%
2017-06-06,64.43,64.34,64.485,64.315,0.12%
2017-06-05,64.35,64.32,64.4,64.29,-0.10%
2017-06-02,64.415,64.345,64.52,64.345,-0.10%
2017-06-01,64.478,64.525,64.598,64.433,-0.05%
2017-05-31,64.51,64.605,64.605,64.46,-0.19%
2017-05-30,64.635,64.645,64.707,64.605,0.15%
2017-05-29,64.54,64.485,64.595,64.455,0.05%
2017-05-26,64.51,64.565,64.63,64.425,-0.07%
2017-05-25,64.555,64.578,64.65,64.48,-0.33%
2017-05-24,64.77,64.93,64.97,64.715,-0.19%
2017-05-23,64.895,64.685,64.92,64.655,0.60%
2017-05-22,64.51,64.53,64.655,64.46,-0.09%
2017-05-19,64.565,64.725,65.025,64.565,-0.49%
2017-05-18,64.88,64.4,64.92,64.328,1.17%
2017-05-17,64.13,64,64.175,63.99,0.13%
2017-05-16,64.045,64.075,64.165,64.04,-0.03%
2017-05-15,64.065,64.13,64.18,64.025,-0.28%
2017-05-12,64.243,64.305,64.377,64.243,-0.25%
2017-05-11,64.405,64.595,64.595,64.35,-0.33%
2017-05-10,64.615,64.694,64.694,64.555,-0.10%
2017-05-09,64.68,64.44,64.705,64.44,0.50%
2017-05-08,64.36,64.26,64.385,64.21,0.07%
2017-05-05,64.315,64.235,64.395,64.235,0.16%
2017-05-04,64.215,64.195,64.25,64.18,0.08%
2017-05-03,64.165,64.14,64.2,64.115,0.00%
2017-05-02,64.165,64.147,64.25,64.125,-0.14%
2017-05-01,64.255,64.285,64.285,64.255,-0.05%
2017-04-28,64.29,64.13,64.4,64.13,0.27%
2017-04-27,64.115,64.065,64.175,63.985,-0.02%
2017-04-26,64.13,64.32,64.33,63.94,-0.31%
2017-04-25,64.33,64.425,64.425,64.215,-0.25%
2017-04-24,64.49,64.537,64.543,64.41,-0.25%
2017-04-21,64.65,64.66,64.69,64.565,0.05%
2017-04-20,64.62,64.64,64.728,64.536,-0.07%
2017-04-19,64.665,64.575,64.665,64.525,0.09%
2017-04-18,64.605,64.515,64.655,64.485,0.19%
2017-04-17,64.48,64.44,64.55,64.305,0.00%
2017-04-14,64.48,64.443,64.48,64.443,0.05%
2017-04-13,64.445,64.455,64.493,64.272,-0.38%
2017-04-12,64.69,64.625,64.73,64.535,0.21%
2017-04-11,64.555,64.575,64.695,64.41,-0.08%
2017-04-10,64.605,64.325,64.61,64.325,0.52%
2017-04-07,64.27,64.599,64.744,64.154,-0.52%
2017-04-06,64.606,65.044,65.059,64.504,-0.41%
2017-04-05,64.875,65.075,65.175,64.875,-0.31%
2017-04-04,65.08,65.15,65.15,65.07,0.15%
2017-04-03,64.985,64.825,65.11,64.785,0.19%
2017-03-31,64.86,64.93,64.99,64.8,0.00%
2017-03-30,64.86,64.85,64.99,64.85,-0.02%
2017-03-29,64.875,65.125,65.125,64.865,-0.26%
2017-03-28,65.045,65.11,65.135,65.04,0.08%
2017-03-27,64.995,65.295,65.295,64.98,-0.66%
2017-03-24,65.425,65.505,65.545,65.385,-0.05%
2017-03-23,65.455,65.425,65.588,65.4,0.00%
2017-03-22,65.455,65.585,65.59,65.395,0.17%
2017-03-21,65.344,65.424,65.475,65.234,-0.00%
2017-03-20,65.345,65.425,65.495,65.315,-0.20%
2017-03-17,65.475,65.485,65.675,65.405,0.14%
2017-03-16,65.385,65.405,65.535,65.255,-0.37%
2017-03-15,65.63,65.77,65.79,65.42,-0.22%
2017-03-14,65.775,66.225,66.265,65.75,-0.61%
2017-03-13,66.18,66.15,66.19,66.15,-0.56%
2017-03-10,66.555,66.745,66.745,66.555,-0.20%
2017-03-09,66.69,66.838,66.875,66.665,-0.11%
2017-03-08,66.765,66.632,66.77,66.63,0.21%
2017-03-07,66.625,66.68,66.7,66.595,-0.07%
2017-03-06,66.675,66.8,66.8,66.66,-0.16%
2017-03-03,66.78,66.9,66.91,66.78,-0.01%
2017-03-02,66.785,66.782,66.808,66.69,-0.12%
2017-03-01,66.865,66.715,66.915,66.715,0.21%
2017-02-28,66.725,66.765,66.835,66.645,0.04%
2017-02-27,66.7,66.72,66.78,66.65,0.08%
2017-02-24,66.645,66.656,66.705,66.615,-0.07%
2017-02-23,66.69,66.905,66.965,66.69,-0.39%
2017-02-22,66.95,67.007,67.067,66.927,-0.05%
2017-02-21,66.985,66.99,67.025,66.947,0.12%
2017-02-20,66.905,67.07,67.07,66.905,-0.26%
2017-02-17,67.08,67.14,67.168,67,0.00%
2017-02-16,67.08,66.96,67.135,66.915,0.31%
2017-02-15,66.875,66.945,67.005,66.875,0.06%
2017-02-14,66.835,66.925,67,66.805,-0.21%
2017-02-13,66.975,66.952,67.087,66.947,0.18%
2017-02-10,66.854,66.851,67.021,66.801,0.13%
2017-02-09,66.765,67.065,67.088,66.725,-0.43%
2017-02-08,67.05,67.385,67.385,67.05,-0.45%
2017-02-07,67.35,67.2,67.465,67.2,0.23%
2017-02-06,67.195,67.225,67.255,67.145,0.02%
2017-02-03,67.184,67.209,67.429,67.184,-0.04%
2017-02-02,67.21,67.385,67.51,67.21,-0.30%
2017-02-01,67.415,67.669,67.704,67.415,-0.15%
2017-01-31,67.515,67.844,67.918,67.455,-0.46%
2017-01-30,67.829,68.106,68.12,67.755,-0.41%
2017-01-27,68.105,68.191,68.255,68.015,-0.10%
2017-01-26,68.176,67.985,68.234,67.965,0.28%
2017-01-25,67.988,68.137,68.2,67.97,-0.22%
2017-01-24,68.138,68.05,68.18,68.04,0.13%
2017-01-23,68.051,68.081,68.233,68,-0.04%
2017-01-20,68.075,68.115,68.295,67.978,-0.04%
2017-01-19,68.1,68.222,68.319,68.069,-0.18%
2017-01-18,68.22,67.853,68.22,67.853,0.53%
2017-01-17,67.862,68.103,68.158,67.855,-0.35%
2017-01-16,68.103,68.168,68.28,68.07,-0.11%
2017-01-13,68.18,68.15,68.29,68.097,0.06%
2017-01-12,68.141,68.195,68.196,67.95,-0.25%
2017-01-11,68.312,68.37,68.546,68.223,-0.02%
2017-01-10,68.327,68.11,68.351,67.988,0.33%
2017-01-09,68.1,68.116,68.305,68.07,-0.02%
2017-01-06,68.115,67.755,68.198,67.755,0.55%
2017-01-05,67.743,67.895,68.013,67.73,-0.21%
2017-01-04,67.886,68.28,68.3,67.85,-0.55%
2017-01-03,68.26,68.147,68.438,68.045,0.17%
2017-01-02,68.145,67.951,68.231,67.906,0.28%
2016-12-30,67.955,67.935,68,67.85,0.03%
2016-12-29,67.936,68.232,68.258,67.905,-0.44%
2016-12-28,68.233,67.977,68.261,67.955,0.38%
2016-12-27,67.978,67.82,68.09,67.76,0.32%
2016-12-26,67.76,67.841,67.863,67.705,-0.12%
2016-12-25,67.841,67.841,67.841,67.841,0.01%
2016-12-23,67.837,67.845,67.95,67.74,-0.02%
2016-12-22,67.848,67.838,68.04,67.82,0.02%
2016-12-21,67.837,67.917,67.97,67.77,-0.12%
2016-12-20,67.917,67.847,68.111,67.81,0.11%
2016-12-19,67.844,67.85,67.9,67.708,-0.00%
2016-12-18,67.845,67.845,67.845,67.845,-0.01%
2016-12-16,67.855,67.855,67.88,67.738,-0.00%
2016-12-15,67.857,67.77,67.95,67.688,0.57%
2016-12-14,67.475,67.425,67.605,67.4,0.09%
2016-12-13,67.411,67.428,67.609,67.38,-0.03%
2016-12-12,67.431,67.471,67.649,67.37,-0.06%
2016-12-11,67.47,67.47,67.47,67.47,0.00%
2016-12-09,67.47,67.41,67.64,67.368,-0.11%
2016-12-08,67.546,67.445,67.571,67.318,0.16%
2016-12-07,67.438,67.738,67.98,67.425,-0.45%
2016-12-06,67.742,68.026,68.158,67.675,-0.42%
2016-12-05,68.025,68.021,68.275,68.015,0.01%
2016-12-04,68.021,68.023,68.023,68.021,-0.01%
2016-12-02,68.031,68.235,68.393,68.01,-0.30%
2016-12-01,68.236,68.595,68.598,68.19,-0.53%
2016-11-30,68.598,68.615,68.71,68.368,-0.02%
2016-11-29,68.615,68.575,68.776,68.561,0.05%
2016-11-28,68.579,68.519,68.81,68.355,0.09%
2016-11-27,68.519,68.519,68.519,68.519,0.00%
2016-11-25,68.519,68.755,68.761,68.3,-0.35%
2016-11-24,68.761,68.81,68.87,68.578,-0.03%
2016-11-23,68.784,68.395,68.881,68.36,0.57%
2016-11-22,68.396,68.225,68.49,68.06,0.25%
2016-11-21,68.228,68.185,68.293,68.02,0.07%
2016-11-20,68.18,68.175,68.18,68.175,-0.02%
2016-11-18,68.191,68.03,68.25,67.94,0.25%
2016-11-17,68.023,67.983,68.075,67.767,0.04%
2016-11-16,67.999,67.785,68.12,67.618,0.31%
2016-11-15,67.786,67.786,67.875,67.53,0.00%
2016-11-14,67.785,67.52,67.786,67.46,0.34%
2016-11-13,67.557,67.565,67.565,67.557,-0.01%
2016-11-11,67.565,67.301,67.565,66.985,1.05%
2016-11-10,66.865,66.468,66.865,66.33,0.53%
2016-11-09,66.515,66.261,66.945,66.242,0.41%
2016-11-08,66.246,66.745,66.748,66.242,-0.75%
2016-11-07,66.745,66.795,66.805,66.676,-0.08%
2016-11-06,66.795,66.795,66.795,66.795,-0.00%
2016-11-04,66.796,66.665,66.805,66.65,0.19%
2016-11-03,66.668,66.778,66.798,66.63,-0.14%
2016-11-02,66.762,66.695,66.87,66.63,0.10%
2016-11-01,66.696,66.685,66.78,66.66,0.01%
2016-10-31,66.686,66.779,66.8,66.65,-0.16%
2016-10-30,66.791,66.791,66.791,66.791,0.02%
2016-10-28,66.778,66.894,66.934,66.691,-0.15%
2016-10-27,66.881,66.862,66.963,66.79,0.03%
2016-10-26,66.863,66.812,66.9,66.758,0.09%
2016-10-25,66.806,66.851,66.94,66.74,-0.06%
2016-10-24,66.845,66.921,66.935,66.766,-0.11%
2016-10-23,66.921,66.921,66.921,66.921,-0.01%
2016-10-21,66.926,66.852,67.005,66.76,0.14%
2016-10-20,66.83,66.638,66.87,66.61,0.28%
2016-10-19,66.645,66.74,66.775,66.61,-0.13%
2016-10-18,66.733,66.789,66.802,66.65,-0.08%
2016-10-17,66.789,66.718,66.9,66.715,0.11%
2016-10-16,66.715,66.715,66.715,66.715,-0.00%
2016-10-14,66.717,66.794,66.91,66.64,-0.12%
2016-10-13,66.794,66.827,66.99,66.73,-0.03%
2016-10-12,66.812,66.819,66.885,66.73,-0.03%
2016-10-11,66.834,66.508,66.862,66.494,0.51%
2016-10-10,66.492,66.602,66.62,66.473,-0.16%
2016-10-09,66.601,66.601,66.601,66.601,-0.00%
2016-10-07,66.602,66.696,66.89,66.535,-0.14%
2016-10-06,66.697,66.574,66.796,66.554,0.19%
2016-10-05,66.572,66.613,66.675,66.505,-0.06%
2016-10-04,66.609,66.494,66.63,66.373,0.09%
2016-10-03,66.546,66.555,66.61,66.43,-0.02%
2016-10-02,66.557,66.557,66.557,66.557,0.00%
2016-09-30,66.556,66.802,66.873,66.51,-0.38%
2016-09-29,66.812,66.346,66.955,66.327,0.70%
2016-09-28,66.349,66.47,66.548,66.346,-0.11%
2016-09-27,66.425,66.629,66.712,66.425,-0.28%
2016-09-26,66.613,66.707,66.805,66.547,-0.14%
2016-09-25,66.706,66.706,66.706,66.706,-0.00%
2016-09-23,66.707,66.635,66.75,66.593,0.11%
2016-09-22,66.633,66.762,66.903,66.53,-0.17%
2016-09-21,66.744,66.988,67.145,66.738,-0.36%
2016-09-20,66.985,66.98,67.07,66.91,0.01%
2016-09-19,66.98,67.076,67.08,66.87,-0.14%
2016-09-18,67.075,67.075,67.075,67.075,0.00%
2016-09-16,67.075,66.863,67.12,66.775,0.32%
2016-09-15,66.86,66.798,67.085,66.767,0.09%
2016-09-14,66.798,67.131,67.132,66.786,-0.51%
2016-09-13,67.14,66.738,67.148,66.732,0.60%
2016-09-12,66.738,66.85,66.995,66.727,-0.07%
2016-09-11,66.785,66.909,66.909,66.785,-0.16%
2016-09-09,66.895,66.653,66.895,66.46,0.40%
2016-09-08,66.631,66.478,66.676,66.365,0.23%
2016-09-07,66.478,66.37,66.506,66.31,0.30%
2016-09-06,66.28,66.55,66.58,66.27,-0.29%
2016-09-05,66.47,66.65,66.665,66.435,-0.17%
2016-09-04,66.583,66.583,66.583,66.583,-0.32%
2016-09-02,66.795,66.833,66.897,66.617,-0.01%
2016-09-01,66.801,66.962,67.095,66.758,-0.26%
2016-08-31,66.973,67.148,67.155,66.92,-0.25%
2016-08-30,67.144,67.096,67.155,66.934,0.05%
2016-08-29,67.113,67.137,67.215,67.06,-0.04%
2016-08-28,67.136,67.136,67.136,67.136,0.00%
2016-08-26,67.136,67.014,67.161,66.831,0.18%
2016-08-25,67.016,67.167,67.167,67,-0.22%
2016-08-24,67.167,67.153,67.295,67.087,0.07%
2016-08-23,67.122,67.194,67.211,67.03,-0.12%
2016-08-22,67.202,67.138,67.37,67.095,0.10%
2016-08-21,67.137,67.137,67.137,67.137,0.00%
2016-08-19,67.137,66.822,67.205,66.822,0.46%
2016-08-18,66.83,66.904,66.916,66.717,-0.09%
2016-08-17,66.893,66.857,66.986,66.84,0.03%
2016-08-16,66.87,66.865,66.938,66.688,0.03%
2016-08-15,66.853,66.91,66.96,66.792,-0.08%
2016-08-14,66.91,66.909,66.91,66.909,0.00%
2016-08-12,66.908,66.75,66.926,66.738,0.24%
2016-08-11,66.75,66.765,66.92,66.738,-0.02%
2016-08-10,66.765,66.772,66.808,66.6,-0.01%
2016-08-09,66.774,66.816,66.985,66.738,-0.05%
2016-08-08,66.81,66.84,66.865,66.673,-0.05%
2016-08-07,66.842,66.842,66.842,66.842,0.00%
2016-08-05,66.842,66.843,66.901,66.71,0.00%
2016-08-04,66.84,66.782,67.01,66.74,0.11%
2016-08-03,66.767,66.687,67.015,66.682,0.13%
2016-08-02,66.682,66.767,66.805,66.57,-0.12%
2016-08-01,66.764,66.72,66.81,66.64,0.16%
2016-07-31,66.656,66.656,66.656,66.656,0.00%
2016-07-29,66.655,67.032,67.113,66.625,-0.54%
2016-07-28,67.014,67.058,67.115,66.94,-0.09%
2016-07-27,67.072,67.294,67.379,67.042,-0.37%
2016-07-26,67.321,67.415,67.438,67.255,-0.13%
2016-07-25,67.412,67.15,67.48,67.09,0.38%
2016-07-24,67.154,67.154,67.154,67.154,0.00%
2016-07-22,67.154,67.163,67.217,67.042,0.00%
2016-07-21,67.153,67.174,67.273,67.081,-0.01%
2016-07-20,67.163,67.188,67.255,67.095,-0.06%
2016-07-19,67.204,67.137,67.24,67.063,0.10%
2016-07-18,67.137,67.096,67.22,67.012,-0.01%
2016-07-17,67.141,67.141,67.141,67.141,0.00%
2016-07-15,67.141,66.843,67.175,66.843,0.45%
2016-07-14,66.843,67.006,67.042,66.802,-0.26%
2016-07-13,67.016,67.06,67.225,66.935,0.06%
2016-07-12,66.975,67.172,67.22,66.975,-0.24%
2016-07-11,67.138,67.139,67.308,67.01,-0.00%
2016-07-10,67.14,67.14,67.14,67.14,0.00%
2016-07-08,67.139,67.495,67.517,67.07,-0.53%
2016-07-07,67.495,67.404,67.539,67.304,0.12%
2016-07-06,67.411,67.438,67.555,67.36,-0.03%
2016-07-05,67.434,67.255,67.525,67.244,0.25%
2016-07-04,67.265,67.19,67.3,67.118,0.11%
2016-07-03,67.189,67.189,67.189,67.189,-0.00%
2016-07-01,67.19,67.509,67.514,67.15,-0.47%
2016-06-30,67.504,67.394,67.72,67.394,0.12%
2016-06-29,67.422,67.715,67.85,67.375,-0.43%
2016-06-28,67.715,67.898,67.98,67.65,-0.29%
2016-06-27,67.914,67.888,68.09,67.78,0.04%
2016-06-26,67.884,67.884,67.884,67.884,-0.00%
2016-06-24,67.885,67.278,68.223,67.247,0.90%
2016-06-23,67.279,67.442,67.48,67.2,-0.25%
2016-06-22,67.449,67.64,67.678,67.342,-0.26%
2016-06-21,67.624,67.497,67.755,67.335,0.11%
2016-06-20,67.551,67.073,67.69,67.073,0.71%
2016-06-19,67.074,67.074,67.074,67.074,0.00%
2016-06-17,67.074,67.318,67.318,67.042,-0.36%
2016-06-16,67.315,67.079,67.454,67.077,0.35%
2016-06-15,67.079,67.291,67.353,67,-0.32%
2016-06-14,67.292,67.188,67.396,67.061,0.16%
2016-06-13,67.187,66.96,67.22,66.9,0.35%
2016-06-12,66.952,66.952,66.952,66.952,0.00%
2016-06-10,66.952,66.783,67.01,66.717,0.30%
2016-06-09,66.753,66.491,66.795,66.473,0.38%
2016-06-08,66.5,66.658,66.821,66.451,-0.24%
2016-06-07,66.658,66.809,66.97,66.635,-0.20%
2016-06-06,66.79,66.888,67.055,66.789,-0.31%
2016-06-05,66.999,66.999,66.999,66.999,-0.00%
2016-06-03,67,67.285,67.38,67,-0.40%
2016-06-02,67.268,67.484,67.51,67.215,-0.25%
2016-06-01,67.434,67.207,67.519,67.12,0.33%
2016-05-31,67.209,67.17,67.338,67.106,0.06%
2016-05-30,67.171,67.04,67.38,67.031,0.21%
2016-05-29,67.032,67.032,67.032,67.032,0.00%
2016-05-27,67.031,66.942,67.135,66.875,0.16%
2016-05-26,66.927,67.3,67.415,66.903,-0.51%
2016-05-25,67.273,67.63,67.712,67.223,-0.53%
2016-05-24,67.63,67.429,67.78,67.417,0.33%
2016-05-23,67.409,67.43,67.59,67.243,-0.03%
2016-05-22,67.43,67.43,67.43,67.43,0.03%
2016-05-20,67.408,67.436,67.545,67.32,-0.04%
2016-05-19,67.436,67.143,67.61,67.103,0.44%
2016-05-18,67.14,66.824,67.169,66.824,0.47%
2016-05-17,66.825,66.845,66.901,66.675,-0.03%
2016-05-16,66.844,66.925,66.944,66.73,-0.12%
2016-05-15,66.925,66.925,66.925,66.925,0.10%
2016-05-13,66.855,66.757,66.925,66.72,0.15%
2016-05-12,66.757,66.561,66.781,66.52,0.29%
2016-05-11,66.561,66.631,66.845,66.52,-0.11%
2016-05-10,66.631,66.752,66.786,66.542,-0.18%
2016-05-09,66.752,66.602,66.8,66.395,0.23%
2016-05-08,66.602,66.602,66.602,66.602,0.00%
2016-05-06,66.6,66.568,66.715,66.48,0.06%
2016-05-05,66.558,66.627,66.675,66.458,-0.10%
2016-05-04,66.627,66.579,66.689,66.5,0.10%
2016-05-03,66.558,66.343,66.582,66.235,0.32%
2016-05-02,66.346,66.425,66.465,66.32,-0.12%
2016-05-01,66.425,66.425,66.425,66.425,0.00%
2016-04-29,66.425,66.395,66.57,66.29,0.04%
2016-04-28,66.401,66.391,66.562,66.32,0.06%
2016-04-27,66.362,66.406,66.612,66.344,-0.06%
2016-04-26,66.404,66.693,66.852,66.397,-0.42%
2016-04-25,66.685,66.66,66.765,66.59,0.04%
2016-04-24,66.66,66.66,66.66,66.66,0.00%
2016-04-22,66.66,66.502,66.731,66.457,0.26%
2016-04-21,66.489,66.165,66.528,66.164,0.49%
2016-04-20,66.166,66.137,66.36,66.095,0.02%
2016-04-19,66.15,66.417,66.502,66.129,-0.40%
2016-04-18,66.416,66.66,66.72,66.415,-0.37%
2016-04-15,66.66,66.597,66.68,66.469,0.09%
2016-04-14,66.597,66.506,66.69,66.479,0.15%
2016-04-13,66.496,66.277,66.68,66.271,0.32%
2016-04-12,66.283,66.301,66.567,66.272,-0.01%
2016-04-11,66.287,66.555,66.603,66.28,-0.40%
2016-04-08,66.551,66.757,66.787,66.475,-0.31%
2016-04-07,66.757,66.517,66.826,66.422,0.36%
2016-04-06,66.517,66.42,66.745,66.38,0.14%
2016-04-05,66.422,66.112,66.558,66.08,0.48%
2016-04-04,66.106,66.31,66.387,66.024,-0.39%
2016-04-01,66.365,66.355,66.502,66.27,0.17%
2016-03-31,66.255,66.235,66.358,66.125,-0.18%
2016-03-30,66.375,66.295,66.502,66.265,0.00%
2016-03-29,66.375,66.61,66.66,66.366,-0.35%
2016-03-28,66.608,66.79,66.912,66.511,-0.33%
2016-03-25,66.829,66.916,66.928,66.745,-0.13%
2016-03-24,66.916,66.93,66.948,66.822,-0.02%
2016-03-23,66.93,66.755,66.956,66.625,0.26%
2016-03-22,66.755,66.5,66.84,66.48,0.38%
2016-03-21,66.5,66.383,66.571,66.383,0.17%
2016-03-18,66.384,66.63,66.7,66.256,-0.35%
2016-03-17,66.619,66.91,66.958,66.605,-0.82%
2016-03-16,67.173,67.37,67.46,67.173,-0.30%
2016-03-15,67.372,67.138,67.415,67.136,0.35%
2016-03-14,67.138,66.973,67.246,66.88,0.32%
2016-03-11,66.921,67.303,67.352,66.901,-0.57%
2016-03-10,67.302,67.128,67.373,66.895,0.26%
2016-03-09,67.128,67.325,67.515,67.062,-0.27%
2016-03-08,67.313,66.989,67.47,66.988,0.48%
2016-03-07,66.989,66.989,67.156,66.933,0.08%
2016-03-04,66.938,67.121,67.355,66.881,-0.27%
2016-03-03,67.122,67.41,67.46,67.121,-0.41%
2016-03-02,67.395,67.599,67.765,67.392,-0.53%
2016-03-01,67.753,68.206,68.36,67.677,-0.67%
2016-02-29,68.208,68.737,68.792,68.203,-0.77%
2016-02-26,68.737,68.779,68.86,68.63,-0.05%
2016-02-25,68.768,68.431,68.909,68.384,0.49%
2016-02-24,68.431,68.561,68.66,68.386,-0.19%
2016-02-23,68.561,68.553,68.69,68.46,0.04%
2016-02-22,68.533,68.69,68.725,68.505,-0.02%
2016-02-19,68.545,68.531,68.686,68.521,0.00%
2016-02-18,68.542,68.322,68.6,68.316,0.31%
2016-02-17,68.329,68.482,68.69,68.314,-0.21%
2016-02-16,68.474,68.14,68.512,68.061,0.50%
2016-02-15,68.131,68.119,68.27,68.01,0.02%
2016-02-12,68.118,68.471,68.496,68.11,-0.52%
2016-02-11,68.471,67.862,68.489,67.785,0.90%
2016-02-10,67.861,67.91,67.996,67.798,-0.06%
2016-02-09,67.901,68.054,68.22,67.882,-0.20%
2016-02-08,68.034,67.88,68.068,67.78,0.33%
2016-02-05,67.81,67.546,67.84,67.495,0.39%
2016-02-04,67.544,67.76,67.895,67.524,-0.57%
2016-02-03,67.934,67.977,68.265,67.929,-0.06%
2016-02-02,67.975,67.817,68.043,67.764,0.21%
2016-02-01,67.835,67.878,67.97,67.64,-0.06%
2016-01-29,67.878,68.053,68.18,67.785,-0.26%
2016-01-28,68.053,68.15,68.265,68.017,-0.13%
2016-01-27,68.144,67.766,68.185,67.739,0.60%
2016-01-26,67.739,67.727,67.909,67.697,-0.02%
2016-01-25,67.755,67.579,67.85,67.493,0.30%
2016-01-22,67.549,67.826,67.869,67.547,-0.37%
2016-01-21,67.799,67.955,68.12,67.797,-0.23%
2016-01-20,67.958,67.734,68.18,67.731,0.33%
2016-01-19,67.734,67.662,67.8,67.525,0.11%
2016-01-18,67.661,67.791,67.791,67.5,-0.17%
2016-01-15,67.775,67.328,67.869,67.255,0.68%
2016-01-14,67.316,66.918,67.49,66.917,0.60%
2016-01-13,66.917,66.947,66.953,66.73,-0.04%
2016-01-12,66.946,66.766,66.98,66.74,0.28%
2016-01-11,66.76,66.874,66.965,66.708,-0.13%
2016-01-08,66.847,66.891,66.93,66.6,-0.07%
2016-01-07,66.891,66.712,66.981,66.507,0.29%
2016-01-06,66.698,66.499,66.905,66.479,0.33%
2016-01-05,66.481,66.599,66.663,66.428,-0.15%
2016-01-04,66.579,66.165,66.66,66.165,0.52%
2016-01-01,66.235,66.209,66.267,66.13,0.04%
2015-12-31,66.208,66.484,66.484,66.09,-0.40%
2015-12-30,66.475,66.257,66.495,66.234,0.36%
2015-12-29,66.235,66.153,66.43,66.136,0.15%
2015-12-28,66.137,66.03,66.22,66.03,0.17%
2015-12-25,66.025,65.946,66.03,65.946,0.12%
2015-12-24,65.947,66.058,66.162,65.946,-0.14%
2015-12-23,66.037,66.242,66.285,66.011,-0.31%
2015-12-22,66.244,66.268,66.36,66.176,-0.01%
2015-12-21,66.251,66.319,66.385,66.189,-0.01%
2015-12-18,66.255,66.411,66.535,66.228,-0.25%
2015-12-17,66.421,66.454,66.685,66.26,-0.08%
2015-12-16,66.476,66.866,66.947,66.431,-0.58%
2015-12-15,66.863,67.092,67.135,66.77,-0.34%
2015-12-14,67.093,67.1,67.18,66.965,-0.08%
2015-12-11,67.148,66.761,67.148,66.743,0.59%
2015-12-10,66.756,66.855,66.935,66.681,-0.15%
2015-12-09,66.855,66.862,66.96,66.725,-0.00%
2015-12-08,66.857,66.777,66.895,66.71,0.13%
2015-12-07,66.773,66.643,66.867,66.57,0.20%
2015-12-04,66.643,66.79,66.995,66.642,-0.22%
2015-12-03,66.79,66.598,66.898,66.561,0.30%
2015-12-02,66.591,66.433,66.68,66.432,0.24%
2015-12-01,66.434,66.462,66.61,66.385,-0.04%
2015-11-30,66.462,66.835,66.945,66.422,-0.67%
2015-11-27,66.907,66.66,66.91,66.65,0.51%
2015-11-26,66.565,66.371,66.675,66.347,0.30%
2015-11-25,66.368,66.261,66.399,66.261,0.16%
2015-11-24,66.262,66.398,66.505,66.26,-0.20%
2015-11-23,66.395,66.095,66.485,66.057,0.51%
2015-11-20,66.058,66.088,66.28,66.044,-0.05%
2015-11-19,66.09,66.057,66.24,66.032,0.09%
2015-11-18,66.033,66.008,66.325,65.985,0.08%
2015-11-17,65.981,65.905,66.095,65.885,0.14%
2015-11-16,65.886,66.079,66.26,65.853,-0.26%
2015-11-13,66.059,66.19,66.24,66.059,0.01%
2015-11-12,66.055,66.135,66.165,66.01,-0.02%
2015-11-11,66.07,66.07,66.07,66.07,-0.20%
