Date,Close,Open,High,Low,Change %
2018-03-29,65.115,65.17,65.17,65.115,-0.07%
2018-03-28,65.16,64.89,65.3,64.89,0.33%
2018-03-27,64.945,64.785,64.993,64.728,0.19%
2018-03-26,64.825,64.895,64.955,64.802,-0.25%
2018-03-23,64.99,65.2,65.21,64.983,-0.18%
2018-03-22,65.105,65.125,65.155,65.025,-0.12%
2018-03-21,65.18,65.22,65.24,65.18,-0.05%
2018-03-20,65.21,65.21,65.25,65.16,-0.02%
2018-03-19,65.22,65.045,65.22,65,0.35%
2018-03-16,64.99,64.99,64.99,64.85,0.00%
2018-03-15,64.99,64.925,64.993,64.81,0.23%
2018-03-14,64.84,64.89,65.062,64.82,-0.02%
2018-03-13,64.855,64.985,65.01,64.845,-0.20%
2018-03-12,64.985,64.965,65.07,64.957,-0.21%
2018-03-09,65.125,65.125,65.195,65.045,0.03%
2018-03-08,65.105,64.905,65.165,64.885,0.35%
2018-03-07,64.88,64.905,65.01,64.86,-0.04%
2018-03-06,64.905,64.945,65.12,64.905,-0.18%
2018-03-05,65.025,65.055,65.16,64.93,-0.30%
2018-03-02,65.22,65.21,65.27,65.2,-0.02%
2018-03-01,65.23,65.21,65.252,65.11,0.03%
2018-02-28,65.21,65.15,65.32,65.05,0.45%
2018-02-27,64.92,64.82,64.97,64.77,0.23%
2018-02-26,64.77,64.66,64.84,64.63,0.09%
2018-02-23,64.71,64.96,64.96,64.695,-0.41%
2018-02-22,64.975,65.065,65.105,64.955,0.26%
2018-02-21,64.805,64.905,64.945,64.713,-0.08%
2018-02-20,64.86,64.51,64.862,64.42,0.95%
2018-02-19,64.25,64.25,64.25,64.25,0.05%
2018-02-16,64.215,63.875,64.23,63.815,0.49%
2018-02-15,63.9,63.96,63.98,63.875,-0.31%
2018-02-14,64.1,64.155,64.192,64.045,-0.26%
2018-02-13,64.265,64.275,64.275,64.265,-0.02%
2018-02-12,64.28,64.29,64.35,64.24,-0.15%
2018-02-09,64.375,64.425,64.438,64.285,0.12%
2018-02-08,64.3,64.39,64.39,64.15,0.03%
2018-02-07,64.28,64.22,64.312,64.045,0.08%
2018-02-06,64.23,64.36,64.405,64.1,0.14%
2018-02-05,64.14,64.24,64.24,64.01,0.02%
2018-02-02,64.13,64.125,64.2,63.74,0.23%
2018-02-01,63.98,63.65,64.065,63.56,0.68%
2018-01-31,63.55,63.68,63.752,63.55,-0.22%
2018-01-30,63.69,63.7,63.815,63.595,0.14%
2018-01-29,63.6,63.61,63.625,63.49,0.02%
2018-01-26,63.59,63.525,63.62,63.515,0.12%
2018-01-25,63.515,63.515,63.64,63.455,-0.23%
2018-01-24,63.66,63.74,63.74,63.63,-0.16%
2018-01-23,63.76,63.91,63.91,63.75,-0.20%
2018-01-22,63.89,63.89,64.01,63.725,0.09%
2018-01-19,63.83,63.68,63.87,63.635,-0.06%
2018-01-18,63.87,63.86,63.95,63.755,-0.02%
2018-01-17,63.885,64.08,64.08,63.773,-0.21%
2018-01-16,64.02,63.61,64.13,63.6,0.80%
2018-01-15,63.515,63.46,63.515,63.335,-0.15%
2018-01-12,63.61,63.6,63.73,63.49,-0.13%
2018-01-11,63.69,63.66,63.828,63.648,0.09%
2018-01-10,63.63,63.69,63.855,63.56,-0.06%
2018-01-09,63.67,63.485,63.73,63.425,0.31%
2018-01-08,63.475,63.335,63.53,63.245,0.21%
2018-01-05,63.34,63.36,63.425,63.322,-0.09%
2018-01-04,63.4,63.595,63.615,63.365,-0.17%
2018-01-03,63.505,63.555,63.575,63.45,0.07%
2018-01-02,63.46,63.7,63.77,63.44,-0.35%
2018-01-01,63.68,63.855,63.865,63.635,-0.25%
2017-12-29,63.84,64.055,64.07,63.79,-0.37%
2017-12-28,64.08,64.13,64.28,64.078,-0.06%
2017-12-27,64.12,64.075,64.185,64.075,0.11%
2017-12-26,64.05,64.04,64.125,64.028,0.05%
2017-12-25,64.02,64.02,64.02,64.02,0.00%
2017-12-22,64.02,64.06,64.09,64.02,0.00%
2017-12-21,64.02,64.02,64.14,64.01,-0.15%
2017-12-20,64.115,64.01,64.13,64.005,0.09%
2017-12-19,64.06,64.23,64.23,63.945,-0.23%
2017-12-18,64.21,64.16,64.73,64.09,0.20%
2017-12-15,64.08,64.14,64.175,64.015,-0.40%
2017-12-14,64.34,64.36,64.375,64.255,-0.19%
2017-12-13,64.46,64.54,64.56,64.425,0.08%
2017-12-12,64.41,64.42,64.53,64.4,0.09%
2017-12-11,64.355,64.455,64.455,64.315,-0.19%
2017-12-08,64.48,64.565,64.59,64.435,-0.14%
2017-12-07,64.57,64.51,64.61,64.49,0.06%
2017-12-06,64.53,64.445,64.555,64.397,0.26%
2017-12-05,64.36,64.3,64.468,64.23,-0.03%
2017-12-04,64.38,64.56,64.56,64.29,-0.22%
2017-12-01,64.52,64.505,64.52,64.49,0.05%
2017-11-30,64.49,64.55,64.635,64.41,0.20%
2017-11-29,64.36,64.42,64.52,64.28,-0.08%
2017-11-28,64.41,64.54,64.612,64.37,-0.11%
2017-11-27,64.478,64.715,64.828,64.478,-0.31%
2017-11-24,64.68,64.59,64.752,64.555,0.17%
2017-11-23,64.57,64.815,64.897,64.57,-0.48%
2017-11-22,64.88,64.78,64.965,64.72,0.00%
2017-11-21,64.88,65.09,65.125,64.88,-0.34%
2017-11-20,65.1,64.975,65.125,64.975,0.13%
2017-11-17,65.015,64.647,65.073,64.625,-0.43%
2017-11-16,65.295,65.285,65.39,65.125,0.04%
2017-11-15,65.27,65.44,65.44,65.155,-0.21%
2017-11-14,65.41,65.32,65.55,65.293,-0.05%
2017-11-13,65.44,65.37,65.535,65.267,0.38%
2017-11-10,65.19,65.09,65.208,65.005,0.33%
2017-11-09,64.975,64.945,65.002,64.853,0.08%
2017-11-08,64.92,65.135,65.165,64.92,-0.22%
2017-11-07,65.06,64.66,65.07,64.615,0.67%
2017-11-06,64.625,64.665,64.743,64.625,0.10%
2017-11-03,64.56,64.58,64.65,64.52,-0.02%
2017-11-02,64.575,64.535,64.675,64.475,0.02%
2017-11-01,64.565,64.705,64.705,64.51,-0.29%
2017-10-31,64.75,64.84,64.85,64.73,-0.17%
2017-10-30,64.86,64.89,64.96,64.8,-0.28%
2017-10-27,65.04,65.025,65.11,64.965,0.31%
2017-10-26,64.84,64.785,64.92,64.73,-0.13%
2017-10-25,64.925,65.145,65.2,64.885,-0.25%
2017-10-24,65.09,64.98,65.125,64.9,0.10%
2017-10-23,65.022,65.075,65.115,64.98,-0.03%
2017-10-20,65.04,65,65.045,64.995,0.07%
2017-10-19,64.995,65.033,65.08,64.995,-0.09%
2017-10-18,65.055,64.995,65.17,64.965,0.04%
2017-10-17,65.03,64.795,65.04,64.795,0.51%
2017-10-16,64.7,64.745,64.77,64.69,0.00%
2017-10-13,64.7,64.955,64.965,64.7,-0.55%
2017-10-12,65.06,65.16,65.165,65.035,-0.15%
2017-10-11,65.16,65.26,65.325,65.13,-0.14%
2017-10-10,65.25,65.355,65.38,65.205,-0.16%
2017-10-09,65.355,65.375,65.43,65.275,-0.07%
2017-10-06,65.4,65.2,65.405,65.2,0.39%
2017-10-05,65.145,65.095,65.195,64.975,0.18%
2017-10-04,65.03,65.345,65.385,64.95,-0.69%
2017-10-03,65.485,65.595,65.638,65.465,0.27%
2017-10-02,65.31,65.31,65.31,65.31,0.00%
2017-09-29,65.31,65.353,65.465,65.235,-0.24%
2017-09-28,65.47,65.835,65.9,65.47,-0.37%
2017-09-27,65.715,65.365,65.755,65.345,0.39%
2017-09-26,65.46,65.245,65.49,65.155,0.51%
2017-09-25,65.127,64.845,65.175,64.725,0.51%
2017-09-22,64.795,64.805,65.155,64.755,-0.02%
2017-09-21,64.81,64.515,64.855,64.45,0.80%
2017-09-20,64.293,64.245,64.435,64.245,-0.01%
2017-09-19,64.3,64.19,64.35,64.13,0.22%
2017-09-18,64.158,64.055,64.168,64.002,0.07%
2017-09-15,64.11,64.145,64.145,64.043,-0.02%
2017-09-14,64.123,64.168,64.172,64.062,0.18%
2017-09-13,64.01,63.99,64.05,63.97,-0.03%
2017-09-12,64.031,63.985,64.055,63.935,0.15%
2017-09-11,63.935,63.905,63.94,63.837,0.24%
2017-09-08,63.785,63.87,63.96,63.78,-0.36%
2017-09-07,64.015,64.043,64.055,63.98,-0.07%
2017-09-06,64.06,64.105,64.263,64.06,-0.07%
2017-09-05,64.105,64.105,64.162,64.08,0.10%
2017-09-04,64.04,63.945,64.177,63.935,0.02%
2017-09-01,64.025,63.925,64.055,63.875,0.14%
2017-08-31,63.935,64.035,64.06,63.895,-0.09%
2017-08-30,63.99,63.975,64.02,63.875,-0.04%
2017-08-29,64.015,63.955,64.037,63.925,0.17%
2017-08-28,63.905,63.89,63.93,63.855,-0.16%
2017-08-25,64.005,64.055,64.065,64.005,-0.06%
2017-08-24,64.045,64.04,64.09,64.005,0.00%
2017-08-23,64.045,64.045,64.147,64.045,-0.04%
